,name,avengerKills,bestStreak,deaths,dogtagsTaken,elo,extra.accuracy,extra.assignments,extra.assignmentsTotal,extra.gspm,extra.hkp,extra.kdr,extra.khp,extra.kpm,extra.medals,extra.medalsTotal,extra.medalsUnique,extra.ribbons,extra.ribbonsTotal,extra.ribbonsUnique,extra.ribpr,extra.roundsFinished,extra.sfpm,extra.spm,extra.unknownKills,extra.vehKillsP,extra.vehKpm,extra.vehTimeP,extra.vehicleKills,extra.vehicleTime,extra.weaKillsP,extra.weaKpm,extra.weaTimeP,extra.weaponKills,extra.weaponTime,extra.wlr,flagCaptures,flagDefend,headshots,heals,killAssists,killStreakBonus,kills,kits.assault.id,kits.assault.score,kits.assault.spm,kits.assault.stars,kits.assault.time,kits.commander.id,kits.commander.score,kits.commander.spm,kits.commander.stars,kits.commander.time,kits.engineer.id,kits.engineer.score,kits.engineer.spm,kits.engineer.stars,kits.engineer.time,kits.recon.id,kits.recon.score,kits.recon.spm,kits.recon.stars,kits.recon.time,kits.support.id,kits.support.score,kits.support.spm,kits.support.stars,kits.support.time,longestHeadshot,longestWinStreak,mcomDefendKills,nemesisKills,nemesisStreak,numLosses,numRounds,numWins,rank,repairs,reset.deaths,reset.kills,reset.lastReset,reset.numLosses,reset.numWins,reset.score,reset.shotsFired,reset.shotsHit,reset.timePlayed,reset.timePlayedSinceLastReset,resupplies,revives,saviorKills,scores.award,scores.bonus,scores.combatScore,scores.general,scores.objective,scores.rankScore,scores.score,scores.squad,scores.team,scores.totalScore,scores.unlock,scores.vehicle,shotsFired,shotsHit,skill,streak,suppressionAssists,timePlayed,vehicleDamage,vehiclesDestroyed,Conquest_score,Rush_score,Deathmatch_score,Domination_score,Capture the Flag_score,Obliteration_score,Air Superiority_score,Defuse_score,Carrier Assault Large_score,Carrier Assault_score,Chain Link_score,GADGET_extra.accuracy,GADGET_extra.hkp,GADGET_extra.kpm,GADGET_extra.sfpm,GADGET_extra.spm,GADGET_stat.hits,GADGET_stat.hs,GADGET_stat.kills,GADGET_stat.shots,GADGET_stat.time,SNIPER RIFLE_extra.accuracy,SNIPER RIFLE_extra.hkp,SNIPER RIFLE_extra.kpm,SNIPER RIFLE_extra.sfpm,SNIPER RIFLE_extra.spm,SNIPER RIFLE_stat.hits,SNIPER RIFLE_stat.hs,SNIPER RIFLE_stat.kills,SNIPER RIFLE_stat.score,SNIPER RIFLE_stat.shots,SNIPER RIFLE_stat.time,PDW_extra.accuracy,PDW_extra.hkp,PDW_extra.kpm,PDW_extra.sfpm,PDW_extra.spm,PDW_stat.hits,PDW_stat.hs,PDW_stat.kills,PDW_stat.score,PDW_stat.shots,PDW_stat.time,CARBINE_extra.accuracy,CARBINE_extra.hkp,CARBINE_extra.kpm,CARBINE_extra.sfpm,CARBINE_extra.spm,CARBINE_stat.hits,CARBINE_stat.hs,CARBINE_stat.kills,CARBINE_stat.score,CARBINE_stat.shots,CARBINE_stat.time,BATTLE PICKUP_extra.accuracy,BATTLE PICKUP_extra.hkp,BATTLE PICKUP_extra.kpm,BATTLE PICKUP_extra.sfpm,BATTLE PICKUP_extra.spm,BATTLE PICKUP_stat.hits,BATTLE PICKUP_stat.hs,BATTLE PICKUP_stat.kills,BATTLE PICKUP_stat.shots,BATTLE PICKUP_stat.time,LMG_extra.accuracy,LMG_extra.hkp,LMG_extra.kpm,LMG_extra.sfpm,LMG_extra.spm,LMG_stat.hits,LMG_stat.hs,LMG_stat.kills,LMG_stat.score,LMG_stat.shots,LMG_stat.time,GRENADE_extra.accuracy,GRENADE_extra.hkp,GRENADE_extra.kpm,GRENADE_extra.sfpm,GRENADE_extra.spm,GRENADE_stat.hits,GRENADE_stat.hs,GRENADE_stat.kills,GRENADE_stat.score,GRENADE_stat.shots,GRENADE_stat.time,DMR_extra.accuracy,DMR_extra.hkp,DMR_extra.kpm,DMR_extra.sfpm,DMR_extra.spm,DMR_stat.hits,DMR_stat.hs,DMR_stat.kills,DMR_stat.score,DMR_stat.shots,DMR_stat.time,ASSAULT RIFLE_extra.accuracy,ASSAULT RIFLE_extra.hkp,ASSAULT RIFLE_extra.kpm,ASSAULT RIFLE_extra.sfpm,ASSAULT RIFLE_extra.spm,ASSAULT RIFLE_stat.hits,ASSAULT RIFLE_stat.hs,ASSAULT RIFLE_stat.kills,ASSAULT RIFLE_stat.score,ASSAULT RIFLE_stat.shots,ASSAULT RIFLE_stat.time,KNIFE_extra.accuracy,KNIFE_extra.hkp,KNIFE_extra.kpm,KNIFE_extra.sfpm,KNIFE_extra.spm,KNIFE_stat.hits,KNIFE_stat.hs,KNIFE_stat.kills,KNIFE_stat.shots,KNIFE_stat.time,SHOTGUN_extra.accuracy,SHOTGUN_extra.hkp,SHOTGUN_extra.kpm,SHOTGUN_extra.sfpm,SHOTGUN_extra.spm,SHOTGUN_stat.hits,SHOTGUN_stat.hs,SHOTGUN_stat.kills,SHOTGUN_stat.score,SHOTGUN_stat.shots,SHOTGUN_stat.time,SIDEARM_extra.accuracy,SIDEARM_extra.hkp,SIDEARM_extra.kpm,SIDEARM_extra.sfpm,SIDEARM_extra.spm,SIDEARM_stat.hits,SIDEARM_stat.hs,SIDEARM_stat.kills,SIDEARM_stat.score,SIDEARM_stat.shots,SIDEARM_stat.time,Infantry Fighting Vehicle_extra.kpm,Infantry Fighting Vehicle_extra.spm,Infantry Fighting Vehicle_stat.destroys,Infantry Fighting Vehicle_stat.kills,Infantry Fighting Vehicle_stat.time,Anti Air_extra.kpm,Anti Air_extra.spm,Anti Air_stat.destroys,Anti Air_stat.kills,Anti Air_stat.time,Transport KA-60_extra.kpm,Transport KA-60_extra.spm,Transport KA-60_stat.destroys,Transport KA-60_stat.kills,Transport KA-60_stat.time,Transport_extra.kpm,Transport_extra.spm,Transport_stat.destroys,Transport_stat.kills,Transport_stat.time,Air Jet Stealth_extra.kpm,Air Jet Stealth_extra.spm,Air Jet Stealth_stat.destroys,Air Jet Stealth_stat.kills,Air Jet Stealth_stat.score,Air Jet Stealth_stat.time,Air Helicopter Scout AH6_extra.kpm,Air Helicopter Scout AH6_extra.spm,Air Helicopter Scout AH6_stat.destroys,Air Helicopter Scout AH6_stat.kills,Air Helicopter Scout AH6_stat.score,Air Helicopter Scout AH6_stat.time,Air Jet Attack_extra.kpm,Air Jet Attack_extra.spm,Air Jet Attack_stat.destroys,Air Jet Attack_stat.kills,Air Jet Attack_stat.score,Air Jet Attack_stat.time,Weapon Stationary _extra.kpm,Weapon Stationary _extra.spm,Weapon Stationary _stat.destroys,Weapon Stationary _stat.kills,Weapon Stationary _stat.time,HIMARS_extra.kpm,HIMARS_extra.spm,HIMARS_stat.destroys,HIMARS_stat.kills,HIMARS_stat.time,Air Helicopter Scout z11_extra.kpm,Air Helicopter Scout z11_extra.spm,Air Helicopter Scout z11_stat.destroys,Air Helicopter Scout z11_stat.kills,Air Helicopter Scout z11_stat.time,Boat_extra.kpm,Boat_extra.spm,Boat_stat.destroys,Boat_stat.kills,Boat_stat.time,Air_extra.kpm,Air_extra.spm,Air_stat.destroys,Air_stat.kills,Air_stat.time,Weapon Stationary AA_extra.kpm,Weapon Stationary AA_extra.spm,Weapon Stationary AA_stat.destroys,Weapon Stationary AA_stat.kills,Weapon Stationary AA_stat.time,Main Battle Tanks_extra.kpm,Main Battle Tanks_extra.spm,Main Battle Tanks_stat.destroys,Main Battle Tanks_stat.kills,Main Battle Tanks_stat.score,Main Battle Tanks_stat.time,Air Helicopter Scout_extra.kpm,Air Helicopter Scout_extra.spm,Air Helicopter Scout_stat.destroys,Air Helicopter Scout_stat.kills,Air Helicopter Scout_stat.time,MBT T90_extra.kpm,MBT T90_extra.spm,MBT T90_stat.destroys,MBT T90_stat.kills,MBT T90_stat.time,Air Helicopter Attack_extra.kpm,Air Helicopter Attack_extra.spm,Air Helicopter Attack_stat.destroys,Air Helicopter Attack_stat.kills,Air Helicopter Attack_stat.score,Air Helicopter Attack_stat.time,Mobile Artillery_extra.kpm,Mobile Artillery_extra.spm,Mobile Artillery_stat.destroys,Mobile Artillery_stat.kills,Mobile Artillery_stat.time,Transport UH-1Y Venom_extra.kpm,Transport UH-1Y Venom_extra.spm,Transport UH-1Y Venom_stat.destroys,Transport UH-1Y Venom_stat.kills,Transport UH-1Y Venom_stat.time,Soldier Equiment_extra.kpm,Soldier Equiment_extra.spm,Soldier Equiment_stat.destroys,Soldier Equiment_stat.kills,Soldier Equiment_stat.time,Fast Attack Craft_extra.kpm,Fast Attack Craft_extra.spm,Fast Attack Craft_stat.destroys,Fast Attack Craft_stat.kills,Fast Attack Craft_stat.score,Fast Attack Craft_stat.time,Jeep SPM3_extra.kpm,Jeep SPM3_extra.spm,Jeep SPM3_stat.destroys,Jeep SPM3_stat.kills,Jeep SPM3_stat.time,MBT M1 Abrams_extra.kpm,MBT M1 Abrams_extra.spm,MBT M1 Abrams_stat.destroys,MBT M1 Abrams_stat.kills,MBT M1 Abrams_stat.time,IFV LAV-25_extra.kpm,IFV LAV-25_extra.spm,IFV LAV-25_stat.destroys,IFV LAV-25_stat.kills,IFV LAV-25_stat.time,IFV BTR 90_extra.kpm,IFV BTR 90_extra.spm,IFV BTR 90_stat.destroys,IFV BTR 90_stat.kills,IFV BTR 90_stat.score,IFV BTR 90_stat.time,AA 9K22 Tunguska_extra.kpm,AA 9K22 Tunguska_extra.spm,AA 9K22 Tunguska_stat.destroys,AA 9K22 Tunguska_stat.kills,AA 9K22 Tunguska_stat.time,AA LAV-AD_extra.kpm,AA LAV-AD_extra.spm,AA LAV-AD_stat.destroys,AA LAV-AD_stat.kills,AA LAV-AD_stat.score,AA LAV-AD_stat.time
0,AKATH3SCI3NTIST,41635,11,246916,3484,0,13,98,108,255,13,1,15,1,2154,54,38,230944,54,54,13,17142,61,828,2406,20,1,22,100590,4981645,78,2,43,386308,9508325,2,48796,75782,67352,103449,41323,128,489304,1,79084704,1171,510,4051470,2048,191176,368,9,31090,2,41283900,924,315,2679070,8,11279000,648,108,1044100,32,32915000,1019,245,1936310,754,0,16,6004,15,4476,20104,12666,140,15204,0,0,0,0,0,0,0,0,0,0,42456,21190,45366,84006096,7785220,220645280,94231504,0,32160000,304906254,19465900,7329720,304906254,249000,55891500,22484400,3096750,505,2,29853,22091200,48875,44846,89484400,1169720,48550,357603,1500,29963,12793,1000,48875,48875,21500,46,0,1,39,0,317465,35,30474,676957,1030929,40,43,0,4,159,23886,4980,11557,1919880,59106,720034,16,18,2,75,343,215052,6865,36736,5772720,1276856,1008929,18,18,1,60,262,277457,8771,47606,6651140,1532673,1519661,46,7,1,9,0,7668,205,2915,16611,107484,11,20,3,167,456,518376,16700,81218,12089400,4430436,1588165,61,0,10,77,1639,98283,0,21686,3364800,158909,123104,24,16,1,26,269,20820,962,5793,864895,86325,192534,18,18,2,81,394,716195,23646,125314,18460900,3821156,2804979,0,0,0,0,0,0,0,3389,0,0,92,6,3,14,519,29315,457,6608,1130920,31591,130738,21,16,2,55,410,56402,2084,12957,1917900,257666,280172,1,0,2896,12187,574662,1,0,2838,6067,313564,0,0,1,1,410,0,0,126,874,274795,0,323,1788,1502,1325240,246106,0,0,0,0,5647520,0,0,296,572,759,611368,123888,1,0,35,244,13172,1,0,2,8,334,0,0,0,0,0,0,0,76,303,37478,0,0,40,119,8631,0,0,2,4,0,0,653,3952,12934,8447150,776126,1,0,4536,10922,576074,1,0,5,33,1871,2,913,7009,30540,13096700,859982,0,0,143,362,24876,0,0,0,0,437,0,0,245,249,0,1,1676,4299,11742,16049100,574210,0,0,0,0,188,0,0,0,0,6,1,0,3,21,773,1,201464,2,52,7131830,2124,0,0,0,0,0,0,0,0,0,3582630,0
1,Adversity 64,33602,3,182750,1393,0,19,85,108,227,10,2,14,1,2014,54,36,202270,54,50,13,15484,45,737,-383,31,1,27,138787,5689790,68,2,38,295934,7936540,1,47305,62553,44700,110426,19455,105,434338,1,60056200,952,387,3782090,2048,68800,280,3,14703,2,21638800,731,165,1774500,8,31159700,830,299,2251920,32,4346660,769,32,338966,620,0,24,6004,12,5263,18391,10221,140,37404,0,0,0,0,0,0,0,0,0,0,8143,25164,16758,68029904,6439550,186250464,78556304,0,32160000,254489321,23456200,3267830,254489321,201050,68980304,15556300,3022010,471,0,6521,20693000,48327,51139,72513904,255695,123500,333288,10150,1075,13657,16500,13570,13570,7420,48,0,1,140,0,837239,52,17490,1734501,739116,40,13,1,4,217,6456,726,5401,759403,16011,209478,16,15,1,31,185,67069,2814,18142,2443020,417662,790944,16,15,2,54,324,348613,14636,95619,12479400,2102609,2308530,35,2,1,9,0,1826,26,923,5215,33338,10,17,2,86,339,30736,1507,8860,1185610,302503,209339,70,0,6,68,836,23086,0,3099,402494,32961,28859,20,14,1,20,255,13875,869,6017,858798,68997,201929,15,15,2,52,320,431657,18586,120522,16468200,2701173,3079735,0,0,0,0,0,0,0,1391,0,0,54,5,2,10,346,10914,240,4475,648753,19920,112221,17,12,3,68,493,45640,1771,13984,1833410,253574,222733,1,0,7516,39925,1285131,2,0,411,2037,59937,0,0,0,0,317,0,0,147,950,237093,0,398,2065,2210,1382720,208231,0,0,0,0,10199000,0,1,531,6463,8972,4666600,527291,0,0,217,490,40879,1,0,1,3,178,0,0,0,0,0,0,0,40,269,44649,0,0,14,36,3074,0,0,2,2,0,1,861,9638,35556,19139300,1333654,1,0,7021,23991,876613,2,0,56,339,8831,1,723,6152,17719,10111100,839001,1,0,120,374,19804,0,0,1,1,607,0,0,25,283,0,1,1995,469,1957,2553230,76784,0,0,1,4,426,2,0,42,244,6905,2,0,69,497,13508,2,63619,83,674,20183400,19035,0,0,0,0,0,0,0,0,0,744924,0
2,BOOTYxKILLERv1,23983,3,107761,3159,0,18,96,108,152,8,3,15,0,1847,54,38,178912,54,53,9,19511,27,531,656,45,1,32,170358,9583097,54,1,33,206304,9715702,2,58221,71811,33104,14578,27330,73,377318,1,8004120,720,51,666472,2048,549206,326,27,100786,2,25391000,626,193,2433590,8,22914700,578,220,2377780,32,45048400,616,336,4385550,649,0,81,5552,24,5139,22646,14372,140,8201,0,0,0,0,0,0,0,0,0,0,77861,4151,19184,58112200,4452980,200670626,74350304,0,32160000,259014153,25921600,3074430,259014153,183950,98763200,13503800,2462330,419,0,11485,29244900,54106,55595,90244400,714033,130400,270910,10525,109795,1170,10500,17403,17403,10355,39,0,1,30,0,183898,10,23813,460772,905457,31,50,0,3,261,2294,573,1131,596981,7286,137019,16,15,1,36,144,94591,2644,16652,2283020,578990,947580,15,18,1,43,168,658215,21367,118512,16263300,4141582,5774260,32,8,0,4,0,9117,395,4845,28236,343833,9,19,1,62,141,13311,451,2341,316099,138786,133746,73,0,3,69,492,32244,0,2356,314199,44159,38294,16,17,0,15,99,10911,540,3105,411198,64730,248038,16,16,1,44,180,58290,1823,10903,1453570,358413,482595,0,0,0,0,0,0,0,3127,0,0,59,7,1,10,193,50444,746,10474,1525760,85396,473698,17,16,2,57,306,38302,1487,9038,1178030,222801,230523,1,0,10928,52264,2619905,1,0,2790,12472,557906,0,0,0,1,233,0,0,216,1530,438484,0,344,1374,1184,1161200,202283,0,0,0,0,11713400,0,0,389,1448,1776,1271260,195697,1,0,26,232,10850,0,0,5,22,1444,0,0,0,0,0,0,0,36,175,32790,0,0,77,387,24026,0,0,8,10,0,1,681,17083,56847,37675700,3318427,1,0,5443,23832,1115019,1,0,18,132,6683,1,648,3910,12688,7341080,679145,0,0,330,1011,99528,0,0,1,2,958,0,0,233,1046,0,0,1487,590,2035,3029300,122188,0,0,0,0,26,1,0,21,97,5278,0,0,1,16,978,1,376020,13,91,30777300,4911,0,0,0,0,0,0,0,0,0,5793980,0
3,Benz0 92,19239,4,174051,1352,0,12,99,108,219,8,2,12,0,1832,54,38,190516,54,53,10,17698,65,790,1228,46,1,43,162084,9243108,53,1,40,184991,8563234,2,81539,76766,29139,4167,29477,76,348303,1,9098780,761,58,716844,2048,978817,398,48,147390,2,75005104,909,572,4949920,8,9964560,519,95,1151080,32,20148300,746,150,1618380,1387,0,3,4901,12,5145,19515,12553,140,12895,86819,125902,1451239936,2801,6467,101075000,73144,73144,9925610,0,14155,3724,18826,56842900,4023630,221845561,77253696,0,32160000,278954602,27102000,3044790,278954602,227900,106650000,23040100,2876470,596,0,13338,21163600,71791,64449,108945000,101629,49700,1076,1950,21976,24597,2500,33190,33190,19860,43,0,1,34,0,357868,38,28843,831027,1444501,27,34,0,4,77,16922,2420,7014,1111770,61744,855815,14,18,1,68,219,446452,12983,70532,10280000,3188922,2804644,14,17,1,50,159,121780,3763,20982,2725420,861434,1027718,33,3,0,9,0,21653,213,6225,64748,397513,8,19,1,72,138,55153,1853,9346,1242030,649781,539876,54,0,6,74,946,39851,0,6871,930711,73615,58989,18,16,0,19,161,16907,813,4791,785164,92913,291105,14,19,1,52,171,62872,2096,10941,1467780,444892,512595,0,0,0,0,0,0,0,1346,0,0,65,8,1,9,220,32590,593,7284,1197140,49991,326109,19,14,2,45,275,44156,1553,10806,1394980,229281,303901,1,0,6037,32747,1436139,1,0,1937,7270,338838,0,0,0,1,149,0,0,242,1338,486545,0,384,2970,2775,2721450,425201,0,0,0,0,6715570,0,0,448,6814,9535,6508240,869997,0,0,241,606,69606,1,0,0,2,101,0,0,0,0,0,0,0,156,665,108346,0,0,77,502,31776,0,0,5,4,0,1,808,5122,22457,16806300,1247373,0,0,3821,9958,736995,0,0,0,0,0,1,641,7302,22032,13615600,1273346,0,0,937,2336,192701,0,0,0,0,783,0,0,41,229,0,1,2066,6604,25237,34128400,990877,0,0,0,0,75,0,0,0,0,3,0,0,0,0,0,1,38179200,1,1,22271200,35,0,0,0,0,0,0,0,0,0,3883420,0
4,Bringmeofasking,33719,2,166132,3900,0,24,90,108,206,12,2,13,1,1843,54,40,197176,54,53,11,16821,36,747,-9730,39,1,30,168645,6227449,62,1,40,267217,8285129,1,43652,58378,52863,171218,18469,93,426132,1,86246200,940,556,5499290,2048,77615,222,3,20900,2,14194300,784,108,1085170,8,13617500,544,130,1501930,32,2467160,700,18,211428,1015,0,1463,10436,17,6019,18495,10802,140,37155,131070,267805,1521159936,4622,7309,161210000,201085,201085,12281000,0,3148,11048,15785,62970700,5516820,193420575,70993104,0,32160100,256761715,29959100,3107500,256761715,224950,76817800,12625200,3055010,577,0,7618,20615900,43846,45940,61893100,21220200,10800,2895,97250,289490,26015,40500,293184,293184,10940,43,0,1,148,0,608994,99,18405,1402030,565399,38,25,0,3,142,19766,4178,16458,2397640,51374,1009453,13,15,1,38,223,37298,1764,11433,1612620,278614,432613,14,16,1,39,252,55313,2714,16516,2467880,382212,587236,32,3,1,8,0,1963,28,817,6120,43854,7,17,1,64,213,8703,451,2590,379621,114506,106465,31,0,8,64,1056,20308,0,8446,1060810,64293,60228,20,20,1,12,182,6315,619,2990,437855,30343,143850,14,17,2,40,267,468310,28789,163795,21235700,3248007,4759981,0,0,0,0,0,0,0,3900,0,0,75,8,2,8,390,8410,228,2848,532261,11148,81801,18,14,2,33,291,50479,2834,18904,2387760,274165,490894,2,0,2616,20716,611688,1,0,793,2556,96911,0,0,1,5,621,0,0,77,1440,178438,0,335,1270,1130,966771,172937,0,0,0,0,635710,0,0,330,3806,5269,2618710,475500,1,0,38,261,11538,1,0,15,47,2209,0,0,0,0,0,0,0,27,149,34433,1,0,210,376,17922,0,0,1,1,0,1,873,23632,110050,55005600,3779653,0,0,222,1105,74291,2,0,384,2895,70030,1,650,639,3232,1461790,134826,0,0,63,182,12670,0,0,0,4,1303,0,0,309,715,0,1,1537,1105,6780,5471690,213552,0,0,0,6,622,2,0,794,5509,142527,2,0,89,953,24050,2,39276,55,590,9608300,14678,0,0,0,0,0,0,0,0,0,1049280,0
5,CCH 20UA PL,8974,3,99923,589,0,8,65,108,69,7,0,14,0,1418,54,29,142986,54,45,9,14498,22,736,6568,29,0,18,27275,3578325,63,0,28,58798,5502644,1,54064,23030,7148,71843,10524,32,92641,1,8794040,680,56,775630,2048,104942000,996,5247,6318590,2,30943100,720,236,2578540,8,191388,438,1,26194,32,33984500,884,253,2304830,590,0,0,338,22,6011,15616,8487,140,24006,97726,90189,1556120064,5837,8255,237432000,71967,71967,18592300,0,86237,10073,8455,30169100,1258790,210868528,22651100,0,32160000,241157983,12733200,3713310,241157983,119100,32013500,7364800,657127,261,0,6035,19650100,17471,17138,82011696,30750,1750,4250,5812,0,0,500,1156,1156,3600,27,0,0,42,0,145540,48,9406,526689,749528,21,51,0,4,75,249,54,105,20030,1137,15903,12,13,0,22,69,22355,471,3535,559544,181463,485409,10,15,0,28,76,165979,4241,27609,4142200,1524674,3261932,22,11,0,2,0,109,6,53,476,10638,8,21,0,43,90,4474,150,692,103613,50337,68900,51,0,7,73,1085,32323,0,6216,929840,63114,51399,24,47,0,6,58,71,11,23,2675,285,2765,10,16,0,36,110,37836,1093,6483,1105260,366881,598756,0,0,0,0,0,0,0,589,0,0,48,6,0,7,121,10900,149,2173,361005,22697,177717,12,18,1,54,232,8783,356,1914,308531,72371,79599,0,0,1560,4923,518576,0,0,904,1292,199844,0,0,0,0,0,0,0,67,238,224736,0,175,5,4,17728,6045,0,0,0,0,1237460,0,0,371,0,0,25757,4159,0,0,27,234,23077,0,0,0,0,0,0,0,0,0,0,0,0,56,150,59113,0,0,28,152,21852,0,0,6,7,0,0,600,4898,10345,13336600,1331844,0,0,181,180,167884,0,0,0,0,0,0,417,72,173,263235,37813,0,0,91,263,36356,0,0,0,0,384,0,0,0,1,0,0,1387,1540,4369,10636500,460105,0,0,0,0,0,0,0,0,0,23,1,0,0,2,107,0,0,0,0,5292200,0,0,0,0,0,0,0,0,0,0,1203990,0
6,DemonoidDragula,22612,5,59376,506,0,16,78,108,213,8,7,11,1,1834,54,31,221103,54,51,14,15591,62,596,-7874,80,1,54,373299,12893290,21,1,16,98628,4022094,2,38491,76273,37665,19703,32065,134,464053,1,18954400,654,122,1738190,2048,56165,191,2,17579,2,16375200,540,125,1818810,8,693383,275,6,151214,32,3854580,412,28,561142,604,0,14,16333,18,5078,18204,10513,140,21882,0,0,0,0,0,0,0,0,0,0,6078,8142,22413,61348600,4949510,174163728,84486304,0,32160000,235645918,18753800,2793010,235645918,128000,134230000,24655600,4124750,480,0,23153,23707200,90815,90262,60680500,287445,9200,20321,5350,8030,3605,17500,127150,127150,2350,68,0,0,121,0,962083,16,4891,1408441,696514,27,43,0,4,282,765,185,425,171553,2776,36491,15,19,1,52,173,29639,1053,5373,614523,186083,212693,17,20,1,47,178,144913,5430,25942,3222490,851695,1081680,32,10,1,5,0,2026,133,1256,6263,67212,9,22,1,91,208,26864,1159,5177,655310,287708,188415,41,0,6,63,754,6098,0,1439,174002,14712,13845,19,19,1,23,148,653,36,183,21525,3403,8679,17,21,2,60,253,243589,10253,46720,5786590,1373342,1371196,0,0,0,0,0,0,0,506,0,0,55,7,1,10,145,10460,179,2508,272894,18767,112196,15,20,1,28,132,17273,853,4208,513815,110499,233173,1,0,4268,25184,853454,1,0,8693,22956,843886,0,0,0,0,824,0,0,118,983,265052,0,391,11184,9905,6812620,1043478,0,0,0,0,2257940,0,0,442,8148,9791,4828810,654994,0,0,39,129,14203,0,0,2,11,1476,0,0,0,0,0,0,0,48,167,37842,1,0,28,266,9763,0,0,1,2,0,2,714,45951,264816,92791104,7795175,0,0,1994,4491,328126,2,0,580,5739,120129,1,684,2845,12814,4790470,419979,0,0,68,158,14205,0,0,0,0,644,0,0,328,1233,0,1,1381,1237,6014,5048960,219252,0,0,0,6,694,2,0,184,1836,40824,2,0,9,145,3397,1,314329,3,49,9042220,1726,0,0,0,0,0,0,0,0,0,8658160,0
7,Divine Yuuko,51164,35,165821,2394,0,17,98,108,311,21,3,18,1,2412,54,39,292619,54,54,14,20890,53,964,-11,23,1,20,144053,4324669,76,3,42,462515,9091786,2,14225,30589,130384,35839,33719,140,606557,1,61507500,1282,396,2878410,2048,122998,433,6,17025,2,18257300,962,139,1138650,8,95672896,1177,919,4874660,32,4626800,996,34,278712,1817,0,1327,16298,16,5512,23214,15378,140,10843,0,0,0,0,0,0,0,0,0,0,7396,21764,48928,108229000,10943000,234117794,110497000,0,32160000,342626348,28459300,5937500,342626348,259750,53930300,18998600,3234240,807,2,19370,21307200,51453,50409,33838500,41344500,24300,50770,5937,873057,27770,1000,34003,34003,23222,49,0,1,60,0,380873,95,19365,769089,762233,48,42,2,8,426,314185,79671,186130,31073600,642800,4366435,19,18,2,84,469,74197,2307,12800,2106920,381210,269169,20,19,2,84,426,130845,4288,21899,3283560,653977,461845,47,7,2,13,0,11738,337,4667,24842,113692,15,20,2,99,439,41671,1481,7060,1159700,262603,158470,70,0,12,81,1804,63397,0,13756,1975110,89596,65671,28,18,2,30,395,15106,782,4340,692499,53379,105156,20,20,3,117,548,876236,27872,136878,20114500,4298663,2200279,0,0,0,0,0,0,0,2390,0,0,90,7,3,19,807,38899,667,8551,1775020,42969,131843,26,15,5,85,888,172185,7035,44599,6741280,649736,455187,2,0,1427,13441,339176,1,0,2188,7378,230550,0,0,0,0,0,0,0,81,1960,211333,0,540,4025,4126,2549680,283257,0,0,0,0,14080900,0,1,579,4743,7885,3420220,354104,2,0,164,955,24825,0,0,0,0,0,0,0,0,0,0,1,0,48,513,28194,1,0,27,62,3685,0,0,2,2,0,2,879,3187,21139,8727920,595310,2,0,9911,48514,1045872,0,0,0,0,0,1,829,8829,29424,14351100,1038182,0,0,21,37,2584,2,0,0,2,46,0,0,346,1456,0,2,1336,388,4533,2391120,107362,2,0,0,5,117,0,0,0,0,0,0,0,0,0,0,2,2819846,1,5,5310710,113,0,0,0,0,0,0,0,0,0,3098610,0
8,Eigi Einhamr,24059,52,92344,1420,0,26,83,108,316,11,3,12,1,1934,54,35,162638,54,53,14,10903,45,1118,-471,38,1,33,121643,4359177,62,1,46,198326,6002808,2,49406,63298,35901,63289,22596,91,319498,1,38723500,1101,249,2109980,2048,202563,323,10,37525,2,50097000,1022,382,2938650,8,2863170,621,27,276332,32,12843400,904,95,852255,843,0,11,5599,17,3149,11674,7754,140,14923,0,0,0,0,0,0,0,0,0,0,18183,13637,20331,66942700,5094230,174879329,68435600,0,32160100,242086321,18916500,4380890,242086321,230650,70149696,9913130,2615590,580,0,13212,12984500,31864,32662,76826800,267409,80500,129629,5950,297905,6661,7000,34670,34670,3520,61,0,0,83,0,571387,21,9542,934451,672720,41,46,1,4,264,5477,1418,3044,782509,13342,177636,24,15,2,47,309,114161,3252,20371,3101590,473202,601836,24,17,1,44,326,404499,12279,71896,12238000,1679181,2245960,46,5,1,6,0,6695,178,3093,14312,123661,18,18,2,58,349,71466,2587,13616,2268940,377412,389899,46,0,9,70,1513,10475,0,3058,490545,22741,19443,29,13,1,16,214,3582,135,1007,155415,11951,43520,24,17,2,57,408,312929,10060,57636,9196440,1288661,1351483,0,0,0,0,0,0,0,1420,0,0,121,7,2,8,414,21180,378,5274,827184,17385,119804,28,18,1,30,318,36388,1498,8305,1352700,128482,254806,2,0,5513,35023,1018715,2,0,3897,16503,431848,0,0,0,0,0,0,0,144,901,200849,0,358,381,357,364073,61005,0,0,0,0,3662710,0,0,483,1266,1651,1215740,150941,1,0,32,161,8696,0,0,0,0,0,0,0,0,0,0,0,0,97,398,35141,1,0,100,555,20663,0,0,1,0,0,1,998,8751,43940,27075500,1627784,1,0,1572,5956,289985,2,0,2,12,286,1,926,1862,7457,4358120,282168,1,0,96,228,12072,0,0,0,0,36,0,0,183,1250,0,1,2341,688,2888,3896900,99865,0,0,0,0,6,3,0,3,17,286,0,0,0,0,0,0,3478838,0,4,21568800,372,0,0,0,0,0,0,0,0,0,8007840,0
