rank, player_id, score, time, spm
2264,PixiePower21,54246588,1784:04:50,506.77
2265,dergefallenesold,54242299,1386:58:00,651.81
2266,buchheister,54240378,2211:50:10,408.71
2267,rocketb_60,54220575,1611:37:40,560.72
2268,DP128,54160005,1594:52:10,565.98
2269,TomikNL,54149169,471:47:00,1912.93
2270,wiretube,54120751,5404:18:20,166.91
2271,Pidgeonsludge,54113332,1303:04:10,692.13
2272,AquilesQuiebro,54097060,1447:19:10,622.96
2273,anasui6818,54092792,1282:34:00,702.92
2274,Nero__uno,54089527,990:29:40,910.14
2275,GCUS_mc,54077285,1000:16:00,901.05
2276,YUMIKISHINYA,54069692,1107:21:00,813.8
2277,xGALO_de_CUECAx,54062963,1176:32:10,765.85
2278,I-ReSoM-I,54042058,1067:12:20,843.98
2279,Suprstar,54021739,1722:58:20,522.56
2280,WhiteHaze504,54006183,1979:26:30,454.73
2281,gabrieltessaro,54002871,3103:16:40,290.03
2282,Hassan_Malhan,54000502,1624:36:20,553.99
2283,Juliusanders,53973942,884:14:30,1017.33
2284,UmpireBubba28,53954433,1538:33:40,584.47
2285,juice-oki,53954378,1505:05:00,597.47
2286,Jah--Warrior,53946021,861:32:30,1043.59
2287,Kolban76,53926394,1803:45:10,498.28
2288,Vinicius_Dulke,53918475,1574:33:10,570.73
2289,LoRd_NASA,53879636,1897:11:10,473.33
2290,CIear_shot_u,53848613,2288:34:00,392.16
2291,siestanny,53821157,3485:26:40,257.36
2292,Sintimore,53798111,1264:36:50,709.02
2293,rizla166,53795188,3477:48:20,257.8
2294,brentleafs,53780893,1793:12:20,499.86
2295,Flex585,53777806,1279:57:50,700.25
2296,DiGiMoN_Katrak,53732340,1031:27:00,868.23
2297,dazergic,53677884,1749:04:30,511.49
2298,So7o_219_,53676499,1441:27:30,620.63
2299,Zangetsu0911,53621462,1573:54:00,567.82
2300,Darkinja,53619429,2064:57:10,432.77
2301,akinao4731,53616976,1380:06:00,647.5
2302,norizo99,53558876,3067:06:40,291.04
2303,Mazen_ksa055,53549425,2071:12:30,430.9
2304,KickButowskl,53536334,1233:47:00,723.2
2305,criminall-72,53530990,1884:06:20,473.53
2306,D1AbL1LL0,53495092,1351:48:00,659.55
2307,psygnosis006,53475103,1408:17:20,632.86
2308,alienmani,53466905,1134:13:10,785.66
2309,sweetcarrot12,53448519,2339:23:50,380.79
2310,RagaSARU_JPN,53444115,1917:15:30,464.59
2311,xX_SALEEN_Xx,53433926,1722:26:40,517.04
2312,NDRUS24,53425053,1114:10:20,799.17
2313,TONY_72UM,53419855,2078:21:50,428.38
2314,DON23252,53399028,2363:57:00,376.48
2315,SJEHM,53366828,1673:25:20,531.51
2316,sumomo_0807,53353345,1897:32:30,468.62
2317,OPNARCOTICS,53349342,1547:05:20,574.73
2318,stingstrike10,53349206,1846:46:20,481.46
2319,chris_grsmr,53345137,1231:50:00,721.76
2320,guzman361,53339018,2088:38:20,425.63
2321,Haydenriots,53300118,2124:14:50,418.19
2322,MARCUSWC,53295015,1839:16:20,482.94
2323,iLuanp_,53290480,909:39:40,976.38
2324,ChaKiNn,53280424,1145:04:50,775.5
2325,wentai80,53277144,1840:26:10,482.47
2326,Hecatonchir797,53263439,1499:43:20,591.93
2327,Mars_Harz_98,53247382,761:31:40,1165.36
2328,xT-FuriouS,53245181,797:10:00,1113.22
2329,dan07turbo,53217765,1531:52:40,579
2330,Sentenceofdeath,53201306,1664:23:20,532.74
2331,havardbothun,53200437,1208:49:30,733.5
2332,FearThisGamer,53191119,1807:55:20,490.35
2333,OTEAGE_ZAMURAI_X,53165243,1031:26:50,859.07
2334,Dimach_RUS,53153813,1774:05:20,499.35
2335,The-Real-Santal,53120256,1057:59:20,836.81
2336,Sir_Zeus_1811,53113485,1796:05:50,492.86
2337,excoward,53083640,1644:47:00,537.9
2338,Moosya,53071193,1276:13:10,693.08
2339,TUNISIOSS,53044548,1247:52:00,708.47
2340,bigryank123,53027328,1057:30:50,835.72
2341,W1NG-_-NUTS,53006414,1513:30:20,583.7
2342,LAVAMAN_82,52992018,1244:37:50,709.61
2343,NMeioKilo,52984564,1753:27:20,503.62
2344,kelvinholek,52955528,2330:27:00,378.72
2345,I--Syndicate-,52954336,1836:12:50,480.65
2346,Perfact_Player23,52951370,766:27:40,1151.43
2347,DerBrutalator,52863692,1199:44:00,734.38
2348,DJ_Yung_Husk,52855417,1260:31:20,698.86
2349,kjtumo,52848768,1681:43:00,523.76
2350,Xx_EatanBond_xX,52825772,942:25:00,934.23
2351,DTrappe,52821859,1693:17:10,519.91
2352,ford_4869,52812534,1799:08:50,489.24
2353,Jothink,52802807,2807:50:00,313.43
2354,aquaticcloud,52798689,2505:06:10,351.27
2355,SimoHayha84,52789211,2270:48:40,387.45
2356,unyutyan,52786346,1348:54:40,652.21
2357,TRICK-BLOCK,52768177,1618:31:40,543.38
2358,kia2113,52746655,1353:18:40,649.6
2359,JeffPinesso,52742235,1087:06:30,808.6
2360,Angusogi,52722424,1937:47:40,453.46
2361,Noctambulant,52693655,1734:08:00,506.44
2362,Piterblue_PL,52691050,2592:33:50,338.73
2363,JANUSZE_BIZNESU,52685218,1214:07:50,723.22
2364,DICE-_-PLEASE,52651635,1786:30:50,491.2
2365,floppsi2,52614045,2745:22:00,319.41
2366,set12death,52599079,1438:43:20,609.33
2367,BAQER_BLACK,52587712,883:16:00,992.3
2368,FEARofGOD14,52566153,1746:09:20,501.73
2369,koske_0913,52565146,1719:47:00,509.42
2370,marshall_PS_S,52556536,1860:59:30,470.69
2371,iSTR1K3z_,52555840,1266:08:10,691.81
2372,izishane,52523098,1500:40:50,583.33
2373,dUstek1337,52487332,994:19:00,879.79
2374,Wick125,52480872,1302:09:10,671.72
2375,SwordForBear,52474431,1077:49:20,811.43
2376,DarkWulf17,52469996,1331:18:50,656.87
2377,zamanija,52450027,1701:04:00,513.89
2378,DSETilliDIE,52434247,1295:24:00,674.62
2379,MarcAndre_Dufour,52432821,2785:16:40,313.75
2380,x_XX_56R_x_xX,52428747,1370:14:30,637.71
2381,iiKingLouie,52384602,853:29:30,1022.95
2382,isoroku_online56,52383907,1416:22:30,616.41
2383,iFaesal,52381753,1883:09:20,463.6
2384,S3RGIPE_________,52379847,1215:58:20,717.94
2385,explosion02,52369386,1455:59:30,599.47
2386,iSF_MaJeStIC,52367256,1352:58:10,645.09
2387,abdoalziz360,52360830,1765:54:40,494.18
2388,alsulaiman-1985,52351993,1831:24:50,476.43
2389,varmint1111,52330359,2477:06:40,352.09
2390,roellii_killer,52322312,1314:07:40,663.59
2391,TAMAGOroJP,52277655,1943:51:10,448.23
2392,Eru_Chitanda_,52267455,1337:19:20,651.39
2393,aLpHa-oMeGa-711,52255136,1127:19:00,772.56
2394,Br_Do_Crlho,52198417,1375:43:50,632.37
2395,XXNegociadorXX,52186324,1937:19:50,448.95
2396,killbosss,52182248,1731:09:10,502.38
2397,TidesOfTime_,52173775,574:08:50,1514.53
2398,Hatho0omy,52114701,1566:17:30,554.54
2399,Gordelaa,52109573,1382:14:10,628.32
2400,mor_zhran,52091212,1678:48:50,517.14
2401,kazki123,52053668,1265:25:30,685.59
2402,rtc2112,52049246,1384:55:40,626.38
2403,SwAgAliShEs_GuY,52001047,2348:51:10,368.98
2404,Therookguy,51991027,926:26:40,935.31
2405,zofer_777_king,51968072,3288:53:20,263.35
2406,Chris071uk,51967876,1929:28:40,448.89
2407,V-ICTOOOOOR,51949115,1181:50:10,732.6
2408,Bierfahne-GER,51937310,1559:05:50,555.21
2409,opu9235,51919671,1059:47:30,816.51
2410,I-R0Bit-I,51901647,778:29:10,1111.17
2411,Gulfbreeze,51897584,1334:39:20,648.08
2412,IlSPHAAXlI,51893642,837:01:30,1033.3
2413,iZ-10W,51891044,1969:10:10,439.2
2414,EsCoBaR__9x,51870197,1731:55:10,499.16
2415,tilipinho,51854874,1335:31:50,647.12
2416,BILL_PREACHER_59,51799392,4764:36:40,181.19
2417,FloridaSwatBoys,51789680,1916:13:50,450.45
2418,MrCranshaw,51779465,1212:58:00,711.47
2419,MiLw0Rm-_-,51737968,1373:28:10,627.83
2420,KeizerRyu,51726472,805:53:00,1069.77
2421,christia1973,51668578,2903:46:40,296.56
2422,zayaku-love,51633416,1739:44:10,494.65
2423,SICARIO_KRNICERO,51629070,1801:04:50,477.76
2424,XxTambir97xX,51618226,893:57:40,962.35
2425,Furiousnutslap,51585742,1463:56:00,587.3
2426,parmigiano85,51581108,1948:50:00,441.13
2427,yamakichil,51542816,1437:58:50,597.4
2428,rastarombob,51537370,1692:33:10,507.49
2429,So-jin_imu,51529098,1574:50:30,545.34
2430,yukisaka1227,51527155,1322:45:50,649.24
2431,HaWkeYe_1908,51507720,1047:53:40,819.23
2432,AlxJamesKeenan,51483136,1339:21:00,640.65
2433,LunaDiviner_,51468360,1038:26:00,826.06
2434,sakuya_13417,51454222,1290:09:00,664.71
2435,sagan3203,51433626,1679:38:30,510.36
2436,DIEKillerTomate,51422538,1353:30:20,633.2
2437,Sansibar2702,51417258,1407:20:10,608.92
2438,mistermunich,51400874,2094:05:00,409.1
2439,CHOZEgti,51343493,1289:53:20,663.41
2440,gsaul13,51340265,2194:07:40,389.98
2441,rikusengata-neet,51326258,1167:47:00,732.53
2442,SeatingChart,51282916,1083:49:40,788.61
2443,CLAYTON-B1GSBY,51262535,1814:21:50,470.9
2444,xsedI,51256276,1727:27:00,494.53
2445,AlexDynamic,51254465,1103:53:20,773.85
2446,G3N3XX800,51245512,1099:08:30,777.05
2447,ericthefruitbat,51242272,2375:26:20,359.53
2448,monkeyriots2,51229847,1524:41:50,560
2449,Dirphin,51200185,485:25:00,1757.95
2450,ryprus69,51178240,2154:46:50,395.85
2451,yakidoufu000,51171680,828:37:40,1029.25
2452,item11,51171512,1137:48:40,749.56
2453,jujuhafizul,51147744,1273:32:40,669.36
2454,Bathory1991,51129258,674:56:10,1262.57
2455,xA8D0RA_F1GHTER,51075163,1520:38:30,559.8
2456,kasaraki,51034777,1189:31:30,715.06
2457,Mitis81,51027057,1581:33:20,537.73
2458,goku_chan3,51020955,1669:04:20,509.47
2459,SCAREDY_DOG,50986063,1111:23:40,764.6
2460,xXCAPTAINWOLFYXx,50977338,769:40:30,1103.87
2461,babkinvnuk2005,50959760,1539:24:10,551.73
2462,Milos-SLOVAKIA,50940520,1467:11:20,578.66
2463,halludas,50930631,1836:26:20,462.22
2464,BIGreub07,50929802,1570:03:40,540.64
2465,DEISONTK,50929388,1686:55:30,503.18
2466,Gojira23-,50910385,979:35:10,866.19
2467,CRUDES-SCORPIO6,50908730,2080:59:00,407.73
2468,GustavoPereira34,50858412,1246:11:40,680.18
2469,paemicaEC,50842181,1595:37:20,531.06
2470,AndrewWerty,50827821,1190:31:20,711.56
2471,Beatrix2479,50803741,2170:46:30,390.06
2472,kayotaylor,50801847,906:39:10,933.87
2473,sei_unknown,50788405,1367:55:30,618.8
2474,Whafflezzz,50738032,1164:00:10,726.49
2475,kingdarkness231,50734638,1133:26:10,746.03
2476,kuma56kazu882,50727806,2771:54:20,305.01
2477,shaga4899,50725292,958:59:20,881.58
2478,QoN_Figueiredo,50722386,1311:32:50,644.56
2479,dp_THC-MAN_qb,50710885,1592:26:10,530.75
2480,t5566ip,50706915,1501:10:50,562.97
2481,BADASAMUTHA,50703544,1547:03:30,546.24
2482,S3ED-Fo8-AISJRH,50697549,1537:13:10,549.67
2483,caveman5373,50683360,1805:21:30,467.9
2484,albatross1112,50681256,1408:14:40,599.82
2485,MALDRUP,50673206,1788:26:30,472.23
2486,edziop,50671807,1691:55:10,499.16
2487,wilbgonza,50662559,1775:34:00,475.55
2488,Freakshow3571,50661074,956:25:20,882.82
2489,Toguro_Imouto_,50628474,981:32:10,859.68
2490,rantangplan,50604510,1657:10:50,508.94
2491,FERDINAD_19,50585827,1363:48:00,618.2
2492,Adirt_eminge,50558353,1309:27:10,643.5
2493,eggochard,50552326,1800:08:00,468.04
2494,xSTaBoTHoN,50545450,2057:10:10,409.51
2495,X_SOUL_PSYCH0_X,50537369,1737:48:50,484.68
2496,sirMcAwsome,50533965,1328:48:40,633.82
2497,Lilith_0217,50509631,1167:50:00,720.85
2498,iAlanN,50505888,771:02:00,1091.74
2499,DANNP2,50485050,1366:36:30,615.7
2500,GhostGody,50469182,911:02:20,923.29
2501,Fiik219,50464842,1235:42:50,680.64
2502,k7k7__111,50434123,2110:44:20,398.23
2503,Mr__H_A_P_P_Y,50430225,1224:12:10,686.57
2504,Rednas2_0,50426879,821:58:10,1022.48
2505,waynepayne37,50418441,2001:01:20,419.94
2506,wesley19801980,50418258,1870:40:00,449.2
2507,ghost00631,50409963,1266:19:40,663.47
2508,LordProstate,50408829,1193:37:20,703.86
2509,TuathaDeDanaan_1,50403389,1124:31:20,747.03
2510,SD_653,50388668,1366:25:50,614.6
2511,Andre_Lck11,50363770,1050:12:40,799.26
2512,majijuana33,50346300,1293:32:50,648.69
2513,agni760Q,50318391,1213:01:00,691.37
2514,tripodgod,50299970,1081:35:40,775.09
2515,VitaminC1226,50287703,1161:56:10,721.32
2516,RealBlancos7,50286829,1465:49:20,571.77
2517,pitt2035,50286772,1430:17:20,585.97
2518,Blackvivi24,50278750,1069:54:20,783.23
2519,A_Flappy_Waffle,50261802,1426:15:50,587.34
2520,LeandroSilva_-,50258113,1305:07:50,641.8
2521,weru7230,50237801,1932:00:10,433.38
2522,lll-AXE-lll,50183504,1174:50:30,711.92
2523,Xx_Ryukun_JP_xX,50174058,1455:59:40,574.34
2524,DAIITOKU53,50171198,801:12:50,1043.65
2525,Midn8,50148156,1126:07:50,742.19
2526,s2264918,50144032,1598:10:20,522.93
2527,jakob89119,50142732,1370:28:00,609.8
2528,kasuka_kk,50112335,1584:16:50,527.18
2529,Mr_quagmire420,50111076,1393:48:30,599.21
2530,thyyago_costa,50097229,1263:07:50,661.02
2531,Skyars,50093720,1442:27:20,578.8
2532,Sturmtruppen69,50091443,2008:10:30,415.73
2533,habatakutori,50077309,1374:33:20,607.19
2534,tuxshimaru,50061158,824:23:10,1012.09
2535,xAccRuaTe-----,50023082,799:33:20,1042.73
2536,PiceI,50008301,527:43:30,1579.37
2537,ai78147814,50003870,1103:01:20,755.56
2538,M4RCO93517,49986503,1704:44:30,488.7
2539,hakatayokatai,49982427,2153:52:30,386.76
2540,insubunkai,49966671,1781:28:00,467.47
2541,Cj-Pro-sniper,49961839,1059:01:40,786.28
2542,II-exquze-II,49944965,1270:25:10,655.23
2543,AeroLuminance,49928049,544:26:10,1528.43
2544,osorasanyo,49914318,1379:28:50,603.06
2545,max-altiph-91300,49882236,1570:28:00,529.38
2546,burrell133,49857048,1913:05:00,434.35
2547,TaxZ_leder,49841781,778:33:20,1066.97
2548,BlackHawK__NitRo,49836700,835:20:20,994.34
2549,byrm-1995,49789880,859:45:10,965.2
2550,fr33L1by4,49773212,1142:07:00,726.33
2551,NecroKing905,49764419,1214:56:40,682.67
2552,xCPx_JaMeS_32,49743048,819:55:50,1011.12
2553,Ceziiinha,49714832,1157:08:40,716.06
2554,I_2pac_shakuor,49702961,1717:56:00,482.2
2555,Elwisik,49691297,1231:22:20,672.57
2556,STOCKHOLM-C,49690806,2226:03:30,372.04
2557,chicchime,49680363,1603:50:20,516.27
2558,yukikaze0405,49667459,1332:01:10,621.46
2559,tala7090,49649754,1986:17:10,416.6
2560,stev1e007,49614336,2858:08:20,289.32
2561,coelho2471,49583436,1812:20:00,455.98
2562,SimoLoSpazzino,49568409,854:46:20,966.5
2563,matukaze64,49539947,1645:33:00,501.76
2564,StorMand64,49533332,1925:47:20,428.68
2565,btmasa-2009,49515716,1878:17:10,439.37
2566,UnmarriedLezbian,49509821,1059:43:20,778.66
2567,vacaneria010,49502695,2181:10:30,378.26
2568,vasya316,49486311,1263:35:10,652.72
2569,WiwiCR,49485499,1127:06:40,731.75
2570,FAMMAS-,49482433,1277:02:10,645.8
2571,DEFT_SN1PER_01,49469359,887:35:30,928.91
2572,hewell1999,49459340,2123:35:30,388.17
2573,kerrien32,49455712,1750:50:40,470.78
2574,Timeforanoob,49445158,1020:44:20,807.34
2575,dd7r8,49432158,1248:10:40,660.06
2576,da_wabbit_hunta,49414004,935:09:50,880.67
2577,Hse_h,49393066,1272:13:20,647.07
2578,batman0950,49390684,1429:08:20,576
2579,PutTheBoots2Ya,49383990,1404:33:40,586
2580,VIUVANEGRA_BELEM,49363959,2008:21:50,409.65
2581,smelterservice,49361882,1429:18:20,575.59
2582,NureAwabi,49348790,1347:57:40,610.17
2583,Timmeey92,49345552,1037:19:40,792.83
2584,Piledriver319,49320934,1236:23:20,664.85
2585,Kooche,49294407,2025:04:40,405.7
2586,TOEHEAD14,49291346,1995:53:30,411.61
2587,IrrationaI,49286372,1353:33:40,606.87
2588,Likelosy,49276934,1304:06:00,629.77
2589,xxSTINKFISTx,49269432,1726:17:50,475.68
2590,wolfkiller13380,49260520,1360:08:00,603.62
2591,petes1123,49239902,1204:27:00,681.36
2592,tomo-8061,49204310,2106:21:40,389.33
2593,itsgrow420trees,49165893,1446:35:20,566.46
2594,Daeskiller,49156035,1549:31:40,528.72
2595,R4GEya455,49132236,2260:20:20,362.28
2596,Galahan_pl,49130303,1536:44:00,532.84
2597,NT-5-01,49119490,1419:15:30,576.82
2598,FreeKiller_187,49102524,1161:19:50,704.69
2599,str8tb0red,49081552,1347:46:20,606.95
2600,V1B3_M0NST3R,49064146,1826:22:00,447.74
2601,Duartti69,49052465,1345:39:30,607.54
2602,xFURY_SOLDIERx,48991043,1123:08:50,726.99
2603,MANWIPES,48975260,2233:30:30,365.46
2604,amznsnzre_ski1,48974470,1322:07:40,617.37
2605,Miako7,48961926,1649:46:20,494.63
2606,spieten,48959301,835:37:20,976.5
2607,T2_1K,48954525,1649:08:30,494.75
2608,shew-goldman,48948293,1469:49:10,555.04
2609,vip_sp2014,48944124,1106:50:20,737
2610,LeoZeck,48937279,1634:55:40,498.87
2611,jkennedy35,48911944,1515:03:50,538.06
2612,moayd_killer,48906515,1067:31:20,763.55
2613,boobhead1,48897610,2208:10:30,369.07
2614,mariusz733,48878394,1577:13:50,516.5
2615,Abo_Marwan_15,48856991,1156:29:30,704.1
2616,FIRE_N_ICE,48823212,1630:42:40,499
2617,RainhartRauszart,48819967,1257:20:40,647.13
2618,ii_AKAZUKlN_ii,48810613,1478:14:50,550.32
2619,WhiteRabbit4FK,48808700,2120:52:40,383.56
2620,A5803971,48807426,1626:32:00,500.12
2621,Gabr1el-Mart1ns,48795938,1147:30:50,708.72
2622,Head-Hunter734,48764985,807:11:50,1006.88
2623,T2RINKS,48757424,1458:39:50,557.1
2624,JuVeTuLa,48741190,1780:23:40,456.28
2625,Rothbart_C,48725152,1852:47:00,438.31
2626,Dariex_,48690371,1708:12:40,475.06
2627,grizzlyman_70,48643987,2278:47:40,355.77
2628,zarakily,48614521,2782:16:40,291.22
2629,TommyMatthewss,48614187,1541:03:00,525.77
2630,QZ_lYl,48608941,2109:30:50,384.05
2631,rmj32,48574630,1605:15:30,504.33
2632,bo3zf,48573860,1586:44:40,510.2
2633,BYTER85,48571251,1872:28:10,432.33
2634,Malkiel88,48567625,1902:02:30,425.57
2635,eryorz01,48551204,1419:29:20,570.05
2636,minimamu17,48542104,1198:44:00,674.91
2637,cptCRUSH45,48537623,1530:51:50,528.43
2638,yuyanoheya,48527638,1232:37:40,656.15
2639,dapali10,48455036,1580:00:00,511.13
2640,B_Beast__,48445197,1263:27:20,639.06
2641,TheCorrywurst,48438372,1099:45:40,734.07
2642,Jonny-motor,48437731,872:46:10,924.98
2643,crustybones2,48436609,1715:59:10,470.44
2644,pettersson161,48418983,2144:10:50,376.36
2645,JulioOBoy,48406756,1219:12:50,661.72
2646,STIK-2-IT,48402584,1668:27:20,483.51
2647,Rasmus-Jensen699,48401724,1513:16:40,533.08
2648,PansieBoyWTF,48398861,1196:07:30,674.38
2649,FxHe-,48390352,1326:46:00,607.87
2650,qnki70236-qnki70,48378920,1573:54:10,512.3
2651,miya-j-1234,48378422,1282:40:00,628.62
2652,i_Quantulus,48376078,1838:19:20,438.59
2653,CATWEAZLE762,48366177,1915:39:30,420.8
2654,TheCyborgWolf458,48359926,1221:58:00,659.59
2655,Smell_My_DoDo69,48359547,1641:12:00,491.1
2656,BoskiWa,48347928,790:18:00,1019.61
2657,ToX3-Lost,48331595,1405:35:10,573.09
2658,RAGNARFCUKnROCK,48228389,1754:26:50,458.15
2659,Kingof69-QC,48227984,1139:06:10,705.64
2660,SmokeGlock_cL,48215418,1311:30:30,612.72
2661,Kaswerd,48200406,1382:31:30,581.07
2662,D3ADMANWALK1N468,48200092,2943:10:00,272.95
2663,Xx_Druegon_Xx_,48170457,947:34:50,847.25
2664,urara_rara,48139352,1444:37:50,555.38
2665,X-BlackCobra-X99,48098730,1518:26:10,527.94
2666,TorressGD,48082455,679:56:30,1178.59
2667,Nizi123,48074108,1321:26:40,606.33
2668,x1stx_SweetDevil,48057631,1084:17:20,738.7
2669,teruru_1120,48054498,1297:49:30,617.12
2670,W33DMAN-01,48048043,1954:50:30,409.65
2671,RTorque,48046455,2095:58:50,382.05
2672,xSEU-MARIDOx,48040034,1351:27:40,592.45
2673,MrTyrant,48013364,1853:22:20,431.77
2674,yukibon-1,47993355,1413:41:30,565.82
2675,Admiral_Kelenus,47983483,752:39:50,1062.53
2676,DOPEMAN_tika,47975477,1017:47:40,785.61
2677,ayano55555,47975324,1599:33:10,499.88
2678,X-RAY230877,47969413,1037:44:40,770.41
2679,O_Po_de_talco,47931653,1101:10:50,725.46
2680,Gooby_97,47921358,1027:32:00,777.29
2681,pasiboy88,47920873,1175:12:30,679.61
2682,Whisperofdeath91,47885020,1744:52:10,457.39
2683,El_Fantasma5,47867763,1333:56:50,598.07
2684,Luis2204,47856229,1338:40:00,595.82
2685,lloyd-yuta,47843850,1740:56:00,458.03
2686,XDM-HOGG,47842189,1714:22:20,465.11
2687,Aussie4Hire,47805812,506:49:50,1572.05
2688,JaloviinaHD,47796240,1097:05:50,726.1
2689,duartet794,47794508,2021:02:40,394.14
2690,blacklist31100,47788879,1337:07:00,595.67
2691,MAZOLINI,47787400,1222:23:50,651.55
2692,wisky2442,47773464,1102:10:00,722.42
2693,Sca_Spi-Ca,47737790,1366:05:00,582.42
2694,martinv0807,47727129,1407:53:10,565
2695,TheLeg98,47727101,1131:56:00,702.74
2696,pino-08041,47702365,1077:33:40,737.81
2697,Venom_Spitzz,47672752,832:54:30,953.94
2698,SuperLifeguard8,47649988,1543:32:00,514.51
2699,I_Eat_ISIS,47638549,1210:29:00,655.92
2700,DUBS234,47631846,1097:05:30,723.61
2701,AlphaWolf9099,47599220,2205:53:40,359.64
2702,AngryGreenGuys,47595590,1737:55:00,456.44
2703,kitsune-0401,47585703,1126:10:50,704.23
2704,GWiz2010,47570866,1904:48:30,416.23
2705,Grace_ost,47551694,528:03:00,1500.86
2706,Valerini,47550499,1131:06:10,700.65
2707,BWeiser4Me,47548268,1995:15:20,397.18
2708,RaBBit_SkiTlz,47527494,1356:20:50,584.01
2709,IMMA__BULLY,47480481,1270:22:20,622.92
2710,yuppo1925,47433140,1183:37:20,667.91
2711,Passi___2016,47428500,1536:18:20,514.53
2712,killerteacher71,47392632,1335:03:00,591.65
2713,x1stx_kazu,47377628,852:34:40,926.16
2714,TOMA_TROXA_,47351607,949:28:30,831.19
2715,Baobao_112,47344077,1160:30:10,679.94
2716,XpertHound,47341556,1784:23:30,442.18
2717,Sir_Typhon_-I,47338495,1405:36:20,561.31
2718,mppmppm,47325675,2053:38:50,384.08
2719,penpen_pe,47316051,1136:01:20,694.18
2720,EL-MATUTE,47313749,2089:07:20,377.46
2721,Cotechy_27,47309859,1278:45:00,616.62
2722,TheSillyMuffinz,47308497,571:30:30,1379.64
2723,Taku054_KUSOZAKO,47301192,1401:04:20,562.68
2724,Mcnerngj,47269886,1434:25:10,549.23
2725,johnny_fett,47250840,859:39:00,916.09
2726,shinikake68,47228618,1118:56:00,703.48
2727,theftSECOND,47228180,935:05:10,841.78
2728,T4Rz0U_2EuS-Lv8,47216696,828:19:30,950.04
2729,delta_is_koning,47206980,1242:13:40,633.36
2730,ALEXAZUL11,47194410,1129:43:40,696.25
2731,Cel_Duke-Tree,47193841,1654:52:20,475.3
2732,Sgordon,47179010,1658:56:10,473.99
2733,YA--shan,47155996,1333:45:00,589.27
2734,kanata1107,47143218,1041:48:00,754.19
2735,INS__CarnAge,47128033,480:08:40,1635.9
2736,SURVIVALER6,47107359,2083:33:40,376.82
2737,yuuki-1_2,47083836,1336:20:20,587.22
2738,MadMajd199588,47029176,1331:34:10,588.64
2739,l-s-d714,47027556,1816:05:50,431.58
2740,I3qsiIisk,47020306,969:19:00,808.48
2741,MorpheusDTL,46987817,1328:26:50,589.51
2742,x_PeDro_Vieira_x,46906389,919:44:50,849.99
2743,technidave,46882179,1159:05:40,674.12
2744,Lord_of_Pain_311,46879375,3091:25:00,252.74
2745,Babyvet,46871834,1646:26:50,474.47
2746,dozi5050,46869014,1618:40:20,482.59
2747,jimissuperman001,46868378,1577:30:20,495.17
2748,ashiko-super,46867380,1545:01:20,505.57
2749,GriMM2606,46862467,953:13:10,819.37
2750,I--OKELLY--I,46855669,1251:35:10,623.95
2751,wx-m11,46840513,1261:18:50,618.94
2752,Tepperin-,46836902,1625:32:10,480.22
2753,ndmartin09,46813457,1319:51:20,591.14
2754,a114514779,46808422,1179:57:10,661.16
2755,hottamale0508,46797653,2014:02:30,387.26
2756,Darth_Hazer88,46780473,1735:14:00,449.32
2757,Parkersohn,46771570,931:55:00,836.48
2758,KILLSTRONG_,46755983,1341:16:10,580.99
2759,RanDeeZee,46741237,1374:38:10,566.71
2760,zacke057,46737435,2710:46:00,287.36
2761,RONDESP_BTS,46736057,1917:05:00,406.31
2762,akitoku,46728778,1242:55:40,626.6
2763,Xumaker-CoD,46722426,878:16:20,886.64
2764,Batmans_Butler88,46702063,1193:02:10,652.43
2765,Xx_Faaeell07_xX,46697799,1398:14:30,556.63
2766,MAKI070890,46682071,907:56:10,856.93
2767,kikipopo,46677144,808:34:30,962.13
2768,jax_forever123,46663777,2287:00:00,340.07
2769,SeiKo_47,46606681,1044:26:20,743.73
2770,slitther,46593726,1608:08:50,482.89
2771,x-Dualityy,46582832,1354:26:50,573.21
2772,lbruno97,46571601,1123:09:20,691.08
2773,Glacek_85,46569446,1489:12:20,521.19
2774,Vilan_paint,46561467,1257:28:00,617.13
2775,JUGRNAT3000,46526882,1456:52:40,532.27
2776,POTATO_GORILLA,46522445,1024:13:00,757.04
2777,AVIVI_E,46496206,1110:57:50,697.54
2778,snp145,46492379,1349:19:50,574.26
2779,BerlinIsCalling,46491430,1873:47:20,413.52
2780,blarf92,46465293,1318:45:10,587.24
2781,Crime-Edge,46456471,1293:45:10,598.47
2782,David_du_57,46445877,1526:38:20,507.06
2783,qwerty5392,46436269,1596:36:50,484.74
2784,hansdampfgassen,46413127,1443:17:50,535.96
2785,btje13,46404383,1608:00:20,480.97
2786,PLATNUMDJ,46401082,1859:37:00,415.87
2787,zMatheus_Rock,46400483,1455:04:30,531.48
2788,botalaqluffy,46389015,1102:54:40,701.01
2789,BerriosV,46385992,1312:37:50,588.97
2790,Emad_______Sweet,46370762,1692:32:10,456.62
2791,SurPappa,46365472,1384:41:30,558.07
2792,SK_ALCHEMIST,46357069,1228:23:10,628.97
2793,jankedyou,46343983,1055:28:40,731.8
2794,the__phantom,46332589,1021:22:30,756.05
2795,Morpheus1708,46316913,726:03:30,1063.2
2796,VinnyAngra2Reis,46310974,2044:16:20,377.57
2797,d234567891112131,46310174,1418:12:30,544.23
2798,NANODEATH,46305868,1607:47:50,480.01
2799,OldiewanRonobi,46280245,1514:47:50,509.2
