rank, player_id, score, time, spm
8186,bruno-oliveira20,15039993,684:20:20,366.29
8187,YAMANDONHE10,15039534,352:10:10,711.76
8188,BMW_LOVER_8957,15038051,404:29:20,619.63
8189,colonia_26,15037793,270:42:10,925.85
8190,dutcheliteE,15036854,460:12:10,544.57
8191,Nota_Sniper,15032036,504:01:40,497.06
8192,DruglordG,15031224,361:46:50,692.47
8193,takahasi11345,15029742,462:34:50,541.52
8194,Bad_Puns,15027844,189:40:22,1320.51
8195,JBOMB-_-,15027116,562:28:30,445.27
8196,xX1_ENDRICK_1Xx,15022847,660:36:40,379.01
8197,LeadTheKing,15019004,321:17:40,779.09
8198,AEKFIELD_4,15012939,679:43:00,368.12
8199,ToxicWarrior35,15006056,420:14:50,595.13
8200,flakes44,15000764,352:33:30,709.14
8201,poon99,14996223,486:09:30,514.11
8202,BEE_MOVIE_BUT,14993735,567:39:40,440.22
8203,DavidReason,14993279,886:14:40,281.96
8204,EneasBOLSONARO,14988815,755:08:00,330.82
8205,PsyFighter89,14987978,496:51:20,502.76
8206,RockinDad45,14987773,573:53:30,435.27
8207,sgtTerraSeca,14985860,1225:58:20,203.73
8208,syuzo_HRD,14983674,444:04:10,562.36
8209,gloob56,14982060,404:39:10,617.07
8210,REALRUSSIA,14981103,386:43:00,645.65
8211,era-jorma79,14975701,451:39:30,552.62
8212,itsthebottomline,14974716,543:48:40,458.94
8213,St33zY_3nDo,14973399,404:15:30,617.32
8214,MenzieTheMad,14968671,359:24:50,694.12
8215,Tompf1,14968378,287:55:10,866.47
8216,SniperDarts,14965419,519:13:40,480.37
8217,Skyrimlord13,14964777,454:16:20,549.04
8218,D3ATH_RABBIT241,14964173,610:07:40,408.77
8219,pHonixEnErGiE,14963100,249:36:46,999.09
8220,I_Stabbath_You,14960835,333:06:40,748.54
8221,WitcherHussar,14958808,534:14:50,466.66
8222,NKorrect,14954434,167:01:14,1492.27
8223,mr_swagers,14947014,326:34:20,762.82
8224,t-ssno,14946329,496:21:10,501.87
8225,spina4ever,14940440,557:22:30,446.75
8226,dOgCnT,14939646,427:01:10,583.1
8227,Renameed,14936897,824:16:20,302.02
8228,TQbyas,14935699,97:30:57,2552.7
8229,jacob-f,14935033,803:31:10,309.78
8230,Randp4,14934795,243:17:07,1023.13
8231,Kushinell,14930348,269:08:19,924.58
8232,Rambear,14925800,340:26:30,730.71
8233,Nike9629,14924878,472:14:20,526.74
8234,mark-bulgarin,14922969,567:39:40,438.14
8235,Revelations21,14921021,575:32:00,432.09
8236,kalegnos,14919470,528:10:10,470.79
8237,storm_ruler01,14918869,677:47:30,366.85
8238,iTJVz-,14915833,150:56:25,1646.99
8239,yuki507koo627,14914513,849:45:30,292.52
8240,OmFg_itZ_Godly,14912733,366:12:50,678.69
8241,Bigtexas989,14910459,467:56:20,531.07
8242,SUSPECT916,14910274,953:44:00,260.56
8243,IRONCUBE77,14909113,514:35:00,482.89
8244,Exhilar8tor,14908217,611:32:10,406.31
8245,Plus1Karma,14907136,164:32:34,1509.96
8246,saiphone14,14898114,490:57:00,505.76
8247,GYOUT,14897675,834:48:10,297.43
8248,TNT4838,14896129,417:17:20,594.96
8249,CUSVB5,14895698,661:26:00,375.34
8250,Guitargio87,14895132,652:18:30,380.57
8251,Asphiixa,14893830,168:34:14,1472.56
8252,v-Fade-2-B1ack-v,14888484,347:17:40,714.5
8253,JK47-TheZealot,14881686,490:55:50,505.22
8254,jenschristianol1,14878666,340:34:20,728.12
8255,SPIDER_COM,14877803,500:27:10,495.48
8256,ponr7777,14872805,597:25:30,414.91
8257,Hoefinator001,14869037,293:18:00,844.93
8258,smirre_89,14869033,720:58:20,343.73
8259,fullshetd,14868541,553:58:30,447.33
8260,D_HeRo_q,14867886,709:18:40,349.35
8261,kamenomago,14865851,362:34:50,683.34
8262,Dazzlimp,14856503,255:34:03,968.86
8263,THE_FROCE,14847841,484:58:10,510.27
8264,JonasKoe1996,14846892,635:57:30,389.09
8265,Slagovic,14846049,402:51:40,614.19
8266,FelipeHenrique7,14843400,394:07:30,627.69
8267,Bruninha_27,14843073,484:26:20,510.66
8268,ManMan610-,14842532,101:32:42,2436.12
8269,Obbliterator,14841739,387:07:50,638.96
8270,CoLa_otb,14839670,441:58:10,559.6
8271,noah-mixson,14838767,635:05:00,389.42
8272,Kanitido,14837592,294:48:10,838.84
8273,JunJun_iPX,14837422,684:43:50,361.15
8274,shaun_gretzky99,14831665,364:17:50,678.55
8275,PosetivRuSS,14828548,514:44:20,480.13
8276,oitan-voxx,14827556,295:02:50,837.58
8277,thedad2001,14824645,525:27:30,470.21
8278,Badarock_,14823593,419:23:40,589.09
8279,KittyKrieg,14822252,306:16:10,806.6
8280,sinon_HUNK,14820340,628:47:40,392.82
8281,dp0ptarts2795,14817038,465:52:30,530.08
8282,drake69250,14813094,523:02:10,472.02
8283,Nobu_317,14812345,277:42:10,888.98
8284,atu1203,14811786,410:23:50,601.52
8285,Wo-knogg,14811007,375:00:10,658.26
8286,Dhi8q3r,14806921,327:50:20,752.75
8287,komemalo_kondg_1,14804637,591:28:30,417.17
8288,ohami934,14801613,415:50:00,593.25
8289,Rabauke_87,14799313,569:44:10,432.93
8290,Trashboat944,14787415,309:36:00,796.05
8291,cutterphux,14785427,493:14:40,499.6
8292,mangus51867,14782802,670:17:20,367.57
8293,ST0PHMEISTER,14781971,143:29:32,1716.93
8294,RobinSmirnova,14764562,641:48:00,383.42
8295,Heartless-Life-,14760654,350:55:40,701.03
8296,ViciousVarg,14754692,449:23:20,547.21
8297,stevefighter316,14753914,216:37:41,1135.12
8298,PetesBeats,14751736,507:29:00,484.47
8299,xxdamien36xx,14749994,602:30:40,408.01
8300,bolis02,14746980,700:13:50,351
8301,ArcZid,14746823,449:41:00,546.56
8302,gmsyqia,14742665,400:52:20,612.94
8303,Toxic_Keogh98,14742217,354:10:20,693.74
8304,Drive_1210,14739667,401:06:20,612.46
8305,ls_Fl,14729835,263:05:10,933.14
8306,Kamppa,14727811,344:59:30,711.51
8307,sanford501,14725588,328:07:00,747.99
8308,valveless161,14723664,624:17:10,393.08
8309,dyakko0024,14721594,617:36:30,397.27
8310,Tatanka1992,14713857,392:17:00,625.14
8311,SlevinKaIevra,14709301,632:41:00,387.48
8312,CUREHDRSA,14707879,249:08:17,983.92
8313,courage1227,14704963,351:36:50,697.02
8314,EliJP37,14702058,488:48:40,501.29
8315,gunr2dud,14698712,646:15:20,379.07
8316,GTA5iiiiYY,14698062,493:03:50,496.83
8317,kaputtnik89,14696997,344:30:40,711.01
8318,XxGameBoyxX246,14689455,556:06:10,440.25
8319,EricMDL,14687483,323:07:10,757.59
8320,Artalle,14686132,512:29:10,477.61
8321,Jona__8888,14683706,641:32:20,381.47
8322,Ru-5k3y,14682764,510:35:40,479.27
8323,xOxCHURCHxOx,14682538,329:44:50,742.11
8324,kaorublack91,14674436,610:19:40,400.73
8325,ARMYOFLAMAS,14670993,446:23:40,547.76
8326,Ts_Date-chan,14670843,458:32:40,533.24
8327,B7RKx,14664950,671:26:30,364.02
8328,Empadae,14658527,288:25:20,847.05
8329,SsniperR-20,14657990,570:53:30,427.93
8330,EL-AY-23,14650005,545:31:50,447.58
8331,AqsReeeeeeeeee,14648530,560:48:30,435.34
8332,katuba1234,14647189,363:39:10,671.3
8333,ammarjoker9,14645399,571:36:30,427.02
8334,Lilplayer47,14641509,463:22:50,526.62
8335,DoMeRsDe,14641354,276:45:09,881.74
8336,Janjalmoretralla,14637392,536:15:30,454.92
8337,OhioBogen,14631404,253:31:07,961.89
8338,Jes_96_15,14629758,339:33:50,718.07
8339,kitoro,14622105,1031:57:30,236.15
8340,Buneco_Reni,14614446,594:22:20,409.8
8341,eRaZe_CLaM,14612262,293:31:50,829.68
8342,OldAzzSniper,14609652,546:17:00,445.73
8343,holomen250,14608632,492:02:20,494.83
8344,LOADINGxxERROR,14596463,286:15:10,849.86
8345,cashfan3,14586378,371:09:50,654.98
8346,xxbig_nicoxx,14585394,493:15:20,492.83
8347,PAINFULPULSE,14579927,233:16:31,1041.68
8348,akim_91,14573935,342:26:10,709.33
8349,Luosi_Zhou,14572632,419:34:10,578.87
8350,IHASDERPCAKE,14568650,540:10:10,449.51
8351,E--eRIN,14567462,624:42:20,388.65
8352,LeArchitect94,14566322,297:19:10,816.54
8353,L_E_V_E_N,14566104,354:04:50,685.63
8354,nelsonwar1992,14557063,407:53:20,594.81
8355,Yoshdosh43,14553441,1370:04:30,177.04
8356,justun58,14551337,667:58:50,363.07
8357,Asazil23,14550868,348:31:00,695.85
8358,StoneTitan42,14548056,365:04:30,664.16
8359,Fintec,14546579,403:09:20,601.36
8360,Rocky026026,14546059,643:33:40,376.71
8361,Xx_khaled_ly_xX,14545474,705:38:50,343.55
8362,Happydane_2,14539813,365:55:40,662.24
8363,mikeyanddyson,14539805,517:57:00,467.86
8364,AnisXCV,14538350,527:50:50,459.05
8365,BeastMode797,14530490,199:38:04,1213.09
8366,toon59690,14529572,648:06:30,373.64
8367,mamepikalion,14524820,733:18:00,330.12
8368,notshadoe,14523922,339:55:00,712.13
8369,cosworth92,14516753,397:19:20,608.94
8370,Dani_Navarro13,14514867,544:46:30,444.06
8371,augpuppy,14514341,465:40:40,519.47
8372,LindinhoDEmaepai,14510498,243:05:29,994.86
8373,RapidFire197,14505515,291:56:40,828.1
8374,RUSUL93,14504382,439:47:30,549.67
8375,Jugi,14504066,263:13:13,918.37
8376,oldsoul4ever,14502464,677:07:40,356.96
8377,kaitsu37,14499897,480:36:40,502.83
8378,InfernoHades,14499703,274:30:06,880.37
8379,Alphateam__HUNK,14499329,349:37:00,691.2
8380,TheoVG,14498158,707:52:50,341.35
8381,MAGAVE_04,14495133,522:29:40,462.37
8382,jptl221,14493577,759:14:10,318.16
8383,Mr_Apple_Man_77,14491395,291:32:20,828.44
8384,dndonny,14488512,304:48:40,792.21
8385,Iriquoi,14486833,901:08:00,267.94
8386,Aerox408,14486270,384:00:10,628.74
8387,JET61128,14483793,263:39:58,915.54
8388,drago2-_,14480297,346:55:40,695.64
8389,WhiteWolfActual,14477922,787:01:00,306.6
8390,Chobiz-Bomber,14475331,311:05:00,775.53
8391,macdaddy1206,14471246,512:41:10,470.44
8392,dg231203,14471082,417:41:10,577.43
8393,n9_Riyall_7,14469872,343:29:30,702.1
8394,hrdman2luv,14469141,925:05:30,260.68
8395,AV-SUM-OV-DAT,14468778,607:52:20,396.71
8396,holloweyes0o,14468376,352:32:30,684
8397,jonahlomu95,14465558,777:14:40,310.19
8398,musta264fa1999,14459494,441:28:50,545.87
8399,ssharvah,14459243,343:22:30,701.82
8400,xXBeatNutsXx,14454300,534:59:40,450.29
8401,masacre1,14445092,469:03:40,513.26
8402,Wolf_Nilo_,14435047,462:44:40,519.91
8403,THAB0SSHAWG,14434920,659:32:50,364.77
8404,Arcadeia,14433824,460:22:50,522.53
8405,julyan-adam,14433395,526:24:20,456.98
8406,ssaattww,14425311,472:25:40,508.91
8407,HibachiChachi,14422813,452:50:50,530.82
8408,chaise01,14417549,520:19:40,461.81
8409,SamuelCANDY,14416908,161:36:02,1486.89
8410,dimpro2055,14416592,271:38:25,884.54
8411,LONE-1TMmm,14414152,362:44:10,662.29
8412,azerhanb,14413627,302:09:20,795.04
8413,yuuzou0211,14410483,319:18:30,752.17
8414,undefined,14409072,0:00:00,0
8415,BIONIZARD_47,14401485,319:35:20,751.04
8416,daanilloo_13,14401107,568:41:10,422.06
8417,karip14,14396391,425:44:20,563.58
8418,Dmitry3422,14393952,461:54:30,519.37
8419,dudidoug,14390276,400:43:10,598.52
8420,masongos,14384285,536:22:10,446.96
8421,VolatileTerror,14380719,163:13:41,1468.37
8422,oshmkufa-sg,14376597,241:11:57,993.41
8423,mien-roan320,14376272,665:02:40,360.28
8424,SPECIALFORCES71,14375691,437:23:30,547.78
8425,Almighty_JWill,14375373,507:12:50,472.36
8426,lifelessfetus_2,14367433,297:21:50,805.27
8427,DukeH8er,14358724,1125:35:20,212.61
8428,Gamer---2119,14355833,617:17:40,387.6
8429,tkhs0307,14347900,352:17:30,678.79
8430,NC-C_,14347398,390:25:30,612.47
8431,LORDPOM,14347119,322:29:40,741.47
8432,gost93,14345417,517:42:20,461.83
8433,geppi0815,14334780,348:41:00,685.19
8434,eA_Deksar,14327333,377:34:50,632.42
8435,Akari2301,14326583,650:29:10,367.07
8436,FuserwH12,14325470,426:25:10,559.91
8437,Teabagfortwo,14323305,512:02:20,466.22
8438,toyosato64,14316152,559:11:20,426.69
8439,NmkDox,14315685,438:45:40,543.79
8440,atomboi,14314650,694:49:50,343.36
8441,nickg56432,14314088,601:38:50,396.52
8442,FN-238,14313552,524:18:40,455
8443,xEvL_Raptorz,14312959,401:07:20,594.7
8444,blahblahblah03,14311728,388:28:40,614.01
8445,rusalkir,14311379,681:43:50,349.88
8446,ToXiIC_V1sUal,14310444,231:58:29,1028.16
8447,bernikpl,14309116,542:59:00,439.21
8448,F_S_SOU,14308744,339:47:30,701.84
8449,T3al-Klyom,14307768,468:02:20,509.49
8450,afenabi69,14305877,387:06:00,615.94
8451,CptBonslootty,14304359,294:08:20,810.52
8452,MIXKING12,14295633,272:38:57,873.87
8453,Fast1191,14295402,392:48:30,606.55
8454,phoenix7899,14294487,645:46:20,368.92
8455,mynameiserrl1114,14294071,691:17:50,344.62
8456,Zoroak500,14291154,455:32:00,522.87
8457,HenriquezLFC,14290097,256:55:12,927.01
8458,Killcamper-Hyena,14289208,393:21:50,605.43
8459,SUPINKS,14286032,689:56:40,345.1
8460,undefined,14285957,0:00:00,0
8461,ZimmiJ,14283632,740:15:30,321.59
8462,Antomic17,14283224,788:16:20,301.99
8463,Jride231988,14283165,169:23:42,1405.31
8464,Tooniebuss__287,14282173,601:27:20,395.77
8465,BlondieXCakes24,14281539,547:13:40,434.97
8466,bastiaanturbo,14279437,266:28:40,893.1
8467,WhatGrenadeWhere,14277841,665:28:00,357.59
8468,chobichobi58,14277306,419:59:20,566.57
8469,JAVIER777BAT,14273319,578:46:50,411.02
8470,sirozaemon1121,14270330,324:41:20,732.51
8471,I-M_da_0ne,14269484,649:14:50,366.31
8472,hirnquirlie,14260358,450:46:10,527.26
8473,DarkMik97,14253893,266:49:41,890.33
8474,kumardabeast17,14252909,756:22:40,314.06
8475,WildAres_,14252066,314:16:40,755.81
8476,markus584444,14249437,375:17:10,632.83
8477,Primussucks4,14249110,490:53:40,483.78
8478,xKz_1,14248813,346:52:00,684.64
8479,MrFearful_,14248325,199:22:58,1191.04
8480,Papa-_-Leone,14248311,633:05:00,375.1
8481,musrata33,14247875,323:05:40,734.97
8482,plebhunter,14242099,444:07:00,534.47
8483,Colgaste,14241702,1078:12:50,220.14
8484,ll-TAKAYA-ll,14240737,268:05:23,885.32
8485,Soviet_Boi-914,14237504,573:35:40,413.69
8486,cranich3,14237322,278:49:40,851.02
8487,Wessjuh20,14236720,566:56:40,418.52
8488,nisi0097,14233701,504:22:10,470.35
8489,Dudeman_1997,14230909,351:52:30,674.05
8490,ferhijacker,14228073,484:29:20,489.45
8491,klauskleber192,14219112,371:18:50,638.23
8492,Langley_kai-02,14217515,228:23:43,1037.49
8493,MexicanSheriff,14215923,560:12:30,422.94
8494,spuddykatz90,14213148,386:07:50,613.49
8495,GregorRasmus,14210899,157:12:20,1506.62
8496,HasseLansen,14209333,644:00:20,367.73
8497,KnarkHunter,14207435,716:11:00,330.63
8498,bolsonaro_gato,14198829,320:20:30,738.73
8499,CHEVY-GMC-,14193593,517:17:50,457.3
8500,LyndonnTY,14193064,358:55:40,659.05
8501,ADSNSCCP,14191814,448:08:40,527.8
8502,DiGiMoN_F4nT4,14190010,469:31:30,503.7
8503,Autismo_Supremos,14189552,624:59:30,378.39
8504,tut925,14189378,479:58:50,492.71
8505,TheBudweiserKid,14188107,740:40:10,319.26
8506,kreshendo,14183496,662:47:00,356.66
8507,J0KER-10-,14177569,502:05:10,470.62
8508,OsmG,14176361,390:23:50,605.21
8509,i_boch,14175966,372:37:30,634.06
8510,CrisWay_-xStyle,14175816,338:52:40,697.19
8511,Narrier1999,14173799,239:46:41,985.2
8512,FrankMesser666,14172142,513:16:50,460.18
8513,saemnLekash,14171922,186:42:43,1265.04
8514,G3440,14169551,681:27:40,346.55
8515,Xevixpro,14165899,498:42:40,473.42
8516,KonnigEckhel,14165685,363:32:40,649.42
8517,xhmr,14165554,325:10:40,726.04
8518,KarmadiIlo,14163617,404:40:20,583.34
8519,ekiden272,14161162,631:09:40,373.94
8520,Teo042009,14160756,859:42:20,274.53
8521,Uther20,14160579,426:38:20,553.18
8522,Kashmir24,14158629,389:04:00,606.52
8523,Troubling-Person,14155191,446:12:00,528.73
8524,WEedMedical--0r,14153129,608:56:00,387.37
8525,AK_GHOST95,14152563,642:57:10,366.86
8526,iAeXo____unLow,14149900,222:17:05,1060.94
8527,Starlord224,14143778,564:13:20,417.8
8528,TxC_Swiftfury05,14141974,318:06:30,740.94
8529,edioertr,14139105,902:43:40,261.04
8530,HumppaLeka,14139028,524:07:30,449.61
8531,Qui_est_Qui,14132443,364:24:40,646.36
8532,ZB-NK_,14126755,502:29:30,468.56
8533,DeanStak,14122873,395:49:40,594.66
8534,chorogiman,14122347,740:19:50,317.93
8535,mfish1000dad,14121418,677:40:40,347.3
8536,ozy251,14120038,310:30:00,757.92
8537,jakeuk2010,14113500,328:49:40,715.34
8538,D3AD_ZoNe_500,14110235,200:27:02,1173.21
8539,Starkiller14651,14107913,202:25:09,1161.61
8540,SoloSinner,14107222,377:41:30,622.52
8541,kaszub2010,14102853,259:34:33,905.51
8542,zainelaabdeen19,14102495,642:06:00,366.05
8543,SuperNaddl,14091644,627:06:40,374.51
8544,titi4913,14089275,297:36:20,789.04
8545,Dilogna,14085597,304:45:10,770.33
8546,Ashigalu_,14082345,539:25:20,435.11
8547,oOMhMd_KhaLidOo,14081828,386:59:50,606.46
8548,Shango007933,14079556,511:05:00,459.14
8549,uy-scutti,14075714,431:59:00,543.07
8550,PipoMCU,14075659,172:26:03,1360.49
8551,DocPops-Hotel2_4,14075018,726:50:20,322.75
8552,SENSHIS,14074167,429:00:10,546.78
8553,canchola94,14070742,351:16:40,667.6
8554,betoide-X-sniper,14070051,781:22:10,300.12
8555,racecar22,14069207,529:28:40,442.86
8556,ninjajpcity,14068260,353:06:00,664.04
8557,LCS-_-019,14064935,454:18:40,515.98
8558,xLeFishX,14060392,453:37:30,516.59
8559,wolfgod467,14059043,432:18:50,542.01
8560,xHOTWIREX,14057484,567:47:10,412.64
8561,xXSharp-KillaXx,14052624,464:59:20,503.69
8562,mandingo500,14052186,455:43:50,513.91
8563,xtodesbotinx,14044146,257:55:44,907.49
8564,zyad0020,14043408,541:32:00,432.21
8565,The_new_Rub,14040551,309:38:00,755.76
8566,Shi-Shko,14036247,313:15:10,746.8
8567,Cheeubaca,14031733,558:32:00,418.71
8568,SirTwinky,14029636,593:55:10,393.7
8569,VeLoXlAmBo,14028973,604:09:30,387.01
8570,abellaburra,14028692,524:33:20,445.73
8571,tone506,14028554,536:40:50,435.66
8572,saItynn,14025614,491:36:40,475.5
8573,bielplay12,14021328,228:12:51,1023.99
8574,Sath83,14021033,222:00:27,1052.59
8575,pitigreg85,14016544,352:38:30,662.45
8576,edge030282,14016316,645:02:40,362.15
8577,tedeekss88,14013103,369:22:10,632.3
8578,PotHead235,14012198,418:14:20,558.38
8579,nca-KCG,14011730,523:52:30,445.77
8580,Epi_Ceja,14011505,254:16:40,918.39
8581,Rippe83,14010685,467:43:50,499.24
8582,Fizgig98,14004122,478:29:20,487.79
8583,IlJublI,14001714,263:07:53,886.86
8584,schuby007,13996058,584:53:40,398.82
8585,AlesLiLy,13989240,434:37:40,536.45
8586,joc_eighth_ROV,13985546,368:51:00,631.94
8587,oSeem-,13980501,265:44:37,876.82
8588,NarcisPrince-V,13979983,401:38:30,580.12
8589,sabuya,13979901,1087:21:00,214.28
8590,Danimal_Mother,13979518,502:21:20,463.8
8591,TTV-sespixo,13979149,389:13:40,598.58
8592,Doutor_Angelico,13973717,288:00:00,808.66
8593,DiBe_x,13972481,668:47:00,348.21
8594,boost__7,13968532,327:16:10,711.37
8595,yochi3113,13963348,466:19:00,499.07
8596,heerowuy,13963228,921:45:10,252.48
8597,xX_Joel_Face_Xx,13963055,180:20:15,1290.46
8598,sky-Chocoa,13962668,350:42:40,663.54
8599,baddf,13954444,282:47:30,822.42
8600,Kaikawate,13953389,458:20:00,507.4
8601,MEISTER_furu25,13953088,556:10:30,418.13
8602,TheTater41,13951653,397:04:40,585.6
8603,k2014t5r43erf,13951170,569:37:00,408.2
8604,EdvaldoSFerreira,13950981,504:45:30,460.65
8605,metsamenkka,13944052,298:21:20,778.94
8606,K20aEK,13943960,532:10:00,436.7
8607,KiingxKillazz,13942579,455:55:40,509.68
8608,a_flying_it,13941697,510:00:40,455.6
8609,sirTobe_,13939791,381:39:30,608.74
8610,Captin_badass454,13937361,586:55:30,395.77
8611,SZAJBUS_PRO,13937183,705:33:40,329.22
8612,Archangel1144,13936332,292:47:50,793.29
8613,FaKe-_-Eggroll,13929125,360:58:50,643.12
8614,Philipacino,13925695,625:08:40,371.27
8615,Weldon-098,13921734,547:19:10,423.94
8616,DONG_FENG_21,13918145,204:20:52,1135.17
8617,taiyou0701,13915157,482:50:00,480.33
8618,I_RusH_163,13914012,146:42:51,1580.63
8619,ShadowsCreed,13912911,423:32:30,547.48
8620,toyww,13909041,622:58:00,372.12
8621,Kuromitu327,13907000,223:35:35,1036.63
8622,YUUKI961,13905602,707:44:40,327.46
8623,MediSwap,13902990,492:37:40,470.37
8624,DUHH_IM_A_SNIPER,13902418,521:13:40,444.54
8625,AMATUKI-ISUZU,13902026,613:28:30,377.69
8626,HiTMAN-DOT,13901059,156:53:13,1476.76
8627,xXeno_oSIYx,13898224,753:46:20,307.3
8628,dolven43,13896010,533:47:20,433.88
8629,MtTh1s49,13895704,324:37:20,713.43
8630,Vfrodrigues,13890473,236:01:57,980.83
8631,DOC-BIG,13886210,316:34:10,731.08
8632,Noturno6-6-6,13878735,480:11:10,481.71
8633,xAka-47x,13877777,266:53:26,866.63
8634,TheCrackDoktor,13874952,641:33:50,360.45
8635,BOSQUE142,13874773,403:32:20,573.05
8636,Bajan_Nebraskan,13873063,286:56:50,805.78
8637,SGT_BLACK_ANGEL,13872581,460:09:00,502.47
8638,MIGUELITOceci,13868028,795:34:10,290.53
8639,Luks665,13865675,224:10:01,1030.9
8640,Karensoe360,13859666,596:56:10,386.97
8641,dadou944,13852552,335:09:00,688.87
8642,Jokerhornetbee,13849794,476:02:30,484.89
8643,DizzleDemon,13842380,135:17:47,1705.19
8644,undefined,13841557,0:00:00,0
8645,FromGroveSt,13839234,210:03:54,1098.01
8646,lucastaylor98,13838437,496:21:20,464.67
8647,lateralus-xv,13837425,367:52:40,626.9
8648,Heinz3015177,13831738,352:05:40,654.74
8649,iMMORTAL-XiE,13829534,350:35:50,657.43
8650,Moris342,13829316,420:01:40,548.75
8651,Minonka24,13822512,584:52:40,393.89
8652,Ohtorian,13820656,445:52:10,516.62
8653,Radiant_Modz,13816028,378:35:10,608.23
8654,miuning,13814007,246:49:32,932.78
8655,silverninjakilla,13813616,570:38:50,403.45
8656,RED_ROOSTER_74,13813517,502:28:50,458.18
8657,oilswell,13805155,297:30:30,773.38
8658,NUMBER4ORR,13803041,835:15:30,275.42
8659,BC-KRIEGER,13799009,396:59:40,579.31
8660,chillybill,13798380,294:04:10,782.04
8661,dreggelhebbe,13798039,310:26:20,740.78
8662,MANOWAR77_MG_BR,13792974,656:55:10,349.94
8663,RustyShmakleford,13792221,247:18:23,929.5
8664,Thundertmark,13786752,336:41:10,682.47
8665,AlekseyOleg,13784903,397:52:00,577.45
8666,netono114,13779936,403:16:40,569.5
8667,RandomBKman_23,13777856,402:53:50,569.95
8668,Rebel_Fayt_23,13777674,462:25:20,496.58
8669,Neuhisstihr,13771888,625:10:30,367.15
8670,fso2404,13769324,263:35:07,870.64
8671,Ender9000,13769305,450:53:40,508.96
8672,Hundefaenger128,13766742,341:30:50,671.85
8673,THE___AMERICAN76,13766127,482:51:10,475.17
8674,wesleyDARK,13761692,349:12:50,656.79
8675,spazzinator069,13757264,419:52:20,546.09
8676,TW_JY_GC,13757042,388:49:30,589.68
8677,arsobad,13751524,794:34:50,288.44
8678,CarlosSotto231,13750363,297:53:10,769.33
8679,NL-Headshot-9990,13749916,471:58:50,485.54
8680,dudugyncavaco,13748231,494:13:30,463.63
8681,DemetriPetrenko,13747377,612:22:50,374.15
8682,KrispyNipelz,13735237,374:13:10,611.73
8683,TULSKO4,13730585,806:11:50,283.85
8684,kettle033,13727224,331:01:10,691.16
8685,insp1526,13724901,655:14:10,349.11
8686,blood_ravens58,13723445,470:35:00,486.04
8687,Luigui1709,13723254,324:28:40,704.89
8688,nowa2010,13722680,499:41:50,457.7
8689,timaldu76,13719021,285:39:50,800.42
8690,darkmars39,13717927,267:40:35,854.14
8691,jati1115,13716563,871:38:20,262.28
8692,Brian338665,13709251,332:38:10,686.9
8693,pjpkpl586,13709058,608:37:20,375.41
8694,CR-Joss,13707147,391:14:50,583.91
8695,iceman_0715,13706084,916:19:20,249.3
8696,Will-I-Ham95,13705372,213:08:49,1071.67
8697,albjoy,13704228,622:55:30,366.66
8698,aksoyhasan,13704224,672:50:50,339.46
8699,JoshEliakim14,13692170,517:08:00,441.28
8700,ryuichilibra,13691391,461:34:50,494.37
8701,Edugamer131,13690172,229:34:09,993.9
8702,Pierre__Dunn,13690046,437:01:10,522.1
8703,CB750K-KENJI,13688081,686:15:20,332.43
8704,KingWojnowski,13685987,566:44:50,402.47
8705,WEAVER_SQ,13682371,440:58:30,517.13
8706,McSmokey531,13675211,234:09:47,973.34
8707,Kooyate,13669032,136:07:50,1673.52
8708,firetruckerjuan1,13665997,511:37:00,445.19
8709,RezaJancoek,13661276,369:54:20,615.53
8710,MqRoX,13660184,713:38:20,319.03
8711,juhoboss15,13657453,246:34:23,923.15
8712,takuya1919,13657338,400:07:30,568.88
8713,josetxu39,13657147,549:14:20,414.43
8714,WaZaMuP,13656826,474:31:40,479.66
8715,Still_Blade,13656615,229:04:24,993.61
8716,iAytt,13653687,239:38:21,949.6
8717,JC-DXXIV,13653624,486:24:00,467.85
8718,creed_2001,13653069,336:22:30,676.48
8719,doinitbig2000,13645328,519:56:30,437.4
8720,Willynteligent,13639939,373:39:30,608.4
8721,n9_Riyall,13639201,252:57:46,898.63
8722,Joki_BomB,13638216,343:49:00,661.12
8723,WD40--,13637023,160:00:45,1420.41
8724,NanoC_x,13633967,562:25:50,404.02
8725,mortenbn,13623136,327:22:40,693.55
8726,elcerdo666,13620253,270:18:51,839.78
8727,dai009009,13620045,501:55:30,452.26
8728,Thr33EPICGam3rS,13619182,230:20:21,985.44
8729,mario_vs_pac-ma,13616941,270:58:10,837.54
8730,oglife100,13608274,430:37:20,526.69
8731,skullfire_13,13607671,377:34:10,600.67
8732,Knikoftime,13603279,458:19:00,494.68
8733,p211189,13602729,334:28:00,677.83
8734,Knugent1,13595181,164:08:22,1380.45
8735,BamaBackwoodsBoy,13592760,426:21:00,531.36
8736,MAGIC_PHOENIX_71,13586846,337:54:30,670.14
8737,MCOOPER63,13584574,612:06:20,369.89
8738,o3MA-chaMAo4544,13581392,606:54:20,372.97
8739,cheynesfarm,13580566,379:08:30,596.99
8740,sweaty_batman,13575055,437:57:20,516.61
8741,john114514,13574479,230:11:20,982.85
8742,dlaz92,13573568,642:37:50,352.03
8743,II-SpHiNx-lI,13568341,274:42:18,823.21
8744,Parallel-Purcell,13568155,587:08:00,385.15
8745,www_iPxrnHub_com,13567141,270:24:33,836.21
8746,TG-Groot,13559821,485:41:10,465.31
